"location","pollster","partisan","polldate","samplesize","margin_poll","electiondate","cand1_actual","cand2_actual","margin_actual","error","rightcall","candidate","percent","type"
"OH","Monmouth University","",2016-03-12,503,5,2016-03-15,46.95,35.87,11.08,6.08,1,"rubio",NA,"rep"
"UT","Dan Jones & Associates","",2016-03-12,215,29,2016-03-22,69.17,16.8,52.37,23.37,1,"rubio",NA,"rep"
"FL","Opinion Savvy/InsiderAdvantage","",2016-03-13,787,18.1,2016-03-15,45.72,27.04,18.68,0.58,1,"rubio",26.2,"rep"
"FL","Trafalgar Group","",2016-03-13,1500,20,2016-03-15,45.72,27.04,18.68,1.32,1,"rubio",24,"rep"
"OH","American Research Group","",2016-03-13,400,6,2016-03-15,46.95,35.87,11.08,5.08,1,"rubio",NA,"rep"
"UT","Y2 Analytics","",2016-03-18,500,24,2016-03-22,69.17,16.8,52.37,28.37,1,"rubio",NA,"rep"
"AZ","Opinion Savvy/InsiderAdvantage","",2016-03-20,607,12.5,2016-03-22,45.95,27.61,18.34,5.84,1,"rubio",NA,"rep"
"WI","Basswood Research","",2016-03-20,500,4.8,2016-04-05,48.2,35.02,13.18,8.38,1,"rubio",NA,"rep"
"WI","Emerson College","",2016-03-21,439,1,2016-04-05,48.2,35.02,13.18,12.18,1,"rubio",NA,"rep"
"WI","Optimus","",2016-03-23,7117,-3.7,2016-04-05,48.2,35.02,13.18,16.88,0,"rubio",NA,"rep"
"WI","Marquette University","",2016-03-26,471,9.2,2016-04-05,48.2,35.02,13.18,3.98,1,"rubio",NA,"rep"
"WI","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-03-29,742,10,2016-04-05,48.2,35.02,13.18,3.18,1,"rubio",NA,"rep"
"WI","Gravis Marketing","",2016-03-29,761,3,2016-04-05,48.2,35.02,13.18,10.18,1,"rubio",NA,"rep"
"WI","Loras College","",2016-03-29,416,7,2016-04-05,48.2,35.02,13.18,6.18,1,"rubio",NA,"rep"
"WI","Public Policy Polling","",2016-03-29,768,1,2016-04-05,48.2,35.02,13.18,12.18,1,"rubio",NA,"rep"
"NY","YouGov","",2016-03-31,657,32,2016-04-19,59.55,24.82,34.73,2.73,1,"rubio",NA,"rep"
"WI","YouGov","",2016-03-31,675,6,2016-04-05,48.2,35.02,13.18,7.18,1,"rubio",NA,"rep"
"WI","Emerson College","",2016-04-01,549,5,2016-04-05,48.2,35.02,13.18,8.18,1,"rubio",NA,"rep"
"WI","American Research Group","",2016-04-02,400,-10,2016-04-05,48.2,35.02,13.18,23.18,0,"rubio",NA,"rep"
"NY","Monmouth University","",2016-04-04,302,27,2016-04-19,59.55,24.82,34.73,7.73,1,"rubio",NA,"rep"
"NY","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-04-06,602,32,2016-04-19,59.55,24.82,34.73,2.73,1,"rubio",NA,"rep"
"NY","Gravis Marketing","",2016-04-06,857,32,2016-04-19,59.55,24.82,34.73,2.73,1,"rubio",NA,"rep"
"PA","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-04-06,802,28,2016-04-26,56.72,21.65,35.07,7.07,1,"rubio",NA,"rep"
"MD","Marist College","",2016-04-07,368,17,2016-04-26,54.1,23.22,30.88,13.88,1,"rubio",NA,"rep"
"NY","Emerson College","",2016-04-07,321,39,2016-04-19,59.55,24.82,34.73,4.27,1,"rubio",NA,"rep"
"NY","Liberty Opinion Research","",2016-04-07,6041,29,2016-04-19,59.55,24.82,34.73,5.73,1,"rubio",NA,"rep"
"NY","Baruch College","",2016-04-08,324,43,2016-04-19,59.55,24.82,34.73,8.27,1,"rubio",NA,"rep"
"NY","Marist College","",2016-04-08,259,33,2016-04-19,59.55,24.82,34.73,1.73,1,"rubio",NA,"rep"
"MD","TargetPoint","",2016-04-09,600,8,2016-04-26,54.1,23.22,30.88,22.88,1,"rubio",NA,"rep"
"NY","Public Policy Polling","",2016-04-09,483,26,2016-04-19,59.55,24.82,34.73,8.73,1,"rubio",NA,"rep"
"NY","Quinnipiac University","",2016-04-09,550,35,2016-04-19,59.55,24.82,34.73,0.27,1,"rubio",NA,"rep"
"NY","Siena College","",2016-04-09,469,23,2016-04-19,59.55,24.82,34.73,11.73,1,"rubio",NA,"rep"
"PA","Muhlenberg College","",2016-04-10,422,18,2016-04-26,56.72,21.65,35.07,17.07,1,"rubio",NA,"rep"
"CT","Emerson College","",2016-04-11,354,24,2016-04-26,57.87,28.36,29.51,5.51,1,"rubio",NA,"rep"
"MD","Monmouth University","",2016-04-11,301,20,2016-04-26,54.1,23.22,30.88,10.88,1,"rubio",NA,"rep"
"PA","Monmouth University","",2016-04-11,303,16,2016-04-26,56.72,21.65,35.07,19.07,1,"rubio",NA,"rep"
"NY","Marist College","",2016-04-12,313,29,2016-04-19,59.55,24.82,34.73,5.73,1,"rubio",NA,"rep"
"NY","Gravis Marketing","",2016-04-13,481,35,2016-04-19,59.55,24.82,34.73,0.27,1,"rubio",NA,"rep"
"NY","Optimus","",2016-04-13,14201,25,2016-04-19,59.55,24.82,34.73,9.73,1,"rubio",NA,"rep"
"NY","YouGov","",2016-04-14,705,35,2016-04-19,59.55,24.82,34.73,0.27,1,"rubio",NA,"rep"
"PA","YouGov","",2016-04-14,833,20,2016-04-26,56.72,21.65,35.07,15.07,1,"rubio",NA,"rep"
"CT","Quinnipiac University","",2016-04-15,823,20,2016-04-26,57.87,28.36,29.51,9.51,1,"rubio",NA,"rep"
"PA","Franklin & Marshall College","",2016-04-15,364,14,2016-04-26,56.72,21.65,35.07,21.07,1,"rubio",NA,"rep"
"MD","Public Policy Polling","",2016-04-16,310,14,2016-04-26,54.1,23.22,30.88,16.88,1,"rubio",NA,"rep"
"NY","Emerson College","",2016-04-16,361,34,2016-04-19,59.55,24.82,34.73,0.73,1,"rubio",NA,"rep"
"DE","Gravis Marketing","",2016-04-18,1038,37,2016-04-26,60.77,20.35,40.42,3.42,1,"rubio",NA,"rep"
"PA","Marist College","",2016-04-19,571,18,2016-04-26,56.72,21.65,35.07,17.07,1,"rubio",NA,"rep"
"IN","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-04-20,602,8,2016-05-03,53.26,36.64,16.62,8.62,1,"rubio",NA,"rep"
"IN","Indiana University-Purdue University Fort Wayne","",2016-04-20,400,-15.8,2016-05-03,53.26,36.64,16.62,32.42,0,"rubio",NA,"rep"
"IN","Public Opinion Strategies","",2016-04-20,507,6,2016-05-03,53.26,36.64,16.62,10.62,1,"rubio",NA,"rep"
"RI","Brown University","",2016-04-20,164,12.2,2016-04-26,63.66,24.29,39.37,27.17,1,"rubio",NA,"rep"
"IN","YouGov","",2016-04-21,439,5,2016-05-03,53.26,36.64,16.62,11.62,1,"rubio",NA,"rep"
"MD","Gravis Marketing","",2016-04-21,759,29,2016-04-26,54.1,23.22,30.88,1.88,1,"rubio",NA,"rep"
"PA","YouGov","",2016-04-21,934,23,2016-04-26,56.72,21.65,35.07,12.07,1,"rubio",NA,"rep"
"CT","Public Policy Polling","",2016-04-23,512,34,2016-04-26,57.87,28.36,29.51,4.49,1,"rubio",NA,"rep"
"MD","American Research Group","",2016-04-23,400,34,2016-04-26,54.1,23.22,30.88,3.12,1,"rubio",NA,"rep"
"PA","American Research Group","",2016-04-23,400,27,2016-04-26,56.72,21.65,35.07,8.07,1,"rubio",NA,"rep"
"PA","Public Policy Polling","",2016-04-23,826,26,2016-04-26,56.72,21.65,35.07,9.07,1,"rubio",NA,"rep"
"RI","Public Policy Polling","",2016-04-23,511,38,2016-04-26,63.66,24.29,39.37,1.37,1,"rubio",NA,"rep"
"CT","Gravis Marketing","",2016-04-24,964,27,2016-04-26,57.87,28.36,29.51,2.51,1,"rubio",NA,"rep"
"PA","Opinion Savvy/InsiderAdvantage","",2016-04-24,1050,19.7,2016-04-26,56.72,21.65,35.07,15.37,1,"rubio",NA,"rep"
"RI","Gravis Marketing","",2016-04-24,566,37,2016-04-26,63.66,24.29,39.37,2.37,1,"rubio",NA,"rep"
"IN","Clout Research/Wenzel Strategies","",2016-04-27,423,1.9,2016-05-03,53.26,36.64,16.62,14.72,1,"rubio",NA,"rep"
"IN","Marist College","",2016-04-27,645,15,2016-05-03,53.26,36.64,16.62,1.62,1,"rubio",NA,"rep"
"IN","American Research Group","",2016-04-28,400,9,2016-05-03,53.26,36.64,16.62,7.62,1,"rubio",NA,"rep"
"IN","Gravis Marketing","",2016-04-29,379,17,2016-05-03,53.26,36.64,16.62,0.38,1,"rubio",NA,"rep"
